"Section A.  MA Growth Percentage","submiss",4.14566072350012e-05
"Section A.  MA Growth Percentage","submit",4.93227251187288e-05
"Section A.  MA Growth Percentage","summar",0.0173188265537683
"Section A.  MA Growth Percentage","supplement",3.81625167826522e-05
"Section A.  MA Growth Percentage","supplement benefit",3.54099927885593e-05
"Section A.  MA Growth Percentage","tabl",0.0519785682322074
"Section A.  MA Growth Percentage","threshold",4.83729656947945e-05
"Section A.  MA Growth Percentage","tier",4.66587697502212e-05
"Section A.  MA Growth Percentage","time",3.94409340581343e-05
"Section A.  MA Growth Percentage","total",2.51092285347936e-05
"Section A.  MA Growth Percentage","trend",0.0173257705275409
"Section A.  MA Growth Percentage","type",1.64024744155357e-05
"Section A.  MA Growth Percentage","underli",0.0173163701169613
"Section A.  MA Growth Percentage","updat",6.90856280304579e-05
"Section A.  MA Growth Percentage","util",1.81027494054264e-05
"Section A.  MA Growth Percentage","weight",1.91958904416435e-05
"Section A.  Update of the RxHCC Model","062.31",0.00270452236136407
"Section A.  Update of the RxHCC Model","1",0.00541678479573626
"Section A.  Update of the RxHCC Model","1.0",0.00270486052459917
"Section A.  Update of the RxHCC Model","10",0.00270536308713081
"Section A.  Update of the RxHCC Model","12",0.00270509120802584
"Section A.  Update of the RxHCC Model","2",0.00271086688497305
"Section A.  Update of the RxHCC Model","20",0.00270495971237056
"Section A.  Update of the RxHCC Model","2014",0.0135234425720303
"Section A.  Update of the RxHCC Model","2015",0.0351604839264177
"Section A.  Update of the RxHCC Model","2016",0.00270783605878527
"Section A.  Update of the RxHCC Model","2017",9.69501439864805e-06
"Section A.  Update of the RxHCC Model","42 c.f.r",5.3493538425713e-06
"Section A.  Update of the RxHCC Model","63",0.00270453801894461
"Section A.  Update of the RxHCC Model","9",0.00270473325015396
"Section A.  Update of the RxHCC Model","a1",0.00540909728040864
"Section A.  Update of the RxHCC Model","a2",0.00270464311509649
"Section A.  Update of the RxHCC Model","act",7.8633587766929e-06
"Section A.  Update of the RxHCC Model","addit",0.00541538548552141
"Section A.  Update of the RxHCC Model","adjust",0.0108257612201134
"Section A.  Update of the RxHCC Model","adjust model",0.00811496095147244
"Section A.  Update of the RxHCC Model","advanc",0.00270695455597965
"Section A.  Update of the RxHCC Model","affect",0.00270583380183839
"Section A.  Update of the RxHCC Model","ag",0.00270633370628763
"Section A.  Update of the RxHCC Model","amount",8.74767313198e-06
"Section A.  Update of the RxHCC Model","appli",5.43338053800113e-06
"Section A.  Update of the RxHCC Model","applic",0.0108319426377656
"Section A.  Update of the RxHCC Model","applic drug",0.00541193207871109
"Section A.  Update of the RxHCC Model","approxim",0.00270496039822689
"Section A.  Update of the RxHCC Model","attach",0.00270478562533488
"Section A.  Update of the RxHCC Model","attribut",0.00270490821487057
"Section A.  Update of the RxHCC Model","averag",0.0108210970713684
"Section A.  Update of the RxHCC Model","base",0.00271966030914099
"Section A.  Update of the RxHCC Model","basic",0.00270664025456984
"Section A.  Update of the RxHCC Model","beneficiari",0.0108256292482953
"Section A.  Update of the RxHCC Model","beneficiari cost",0.0054101020219495
"Section A.  Update of the RxHCC Model","benefit",0.0216587489665121
"Section A.  Update of the RxHCC Model","bid",1.54501343432635e-05
"Section A.  Update of the RxHCC Model","brand",0.00270609536932513
"Section A.  Update of the RxHCC Model","calcul",0.00541476042717393
"Section A.  Update of the RxHCC Model","calibr",0.00811418710410801
"Section A.  Update of the RxHCC Model","capita",0.00270693627810529
"Section A.  Update of the RxHCC Model","categori",0.0108203061323793
"Section A.  Update of the RxHCC Model","chang",5.73173912189917e-06
"Section A.  Update of the RxHCC Model","classif",0.00270457954122987
"Section A.  Update of the RxHCC Model","coeffici",0.0162278549832628
"Section A.  Update of the RxHCC Model","combin",0.00270555424484331
"Section A.  Update of the RxHCC Model","condit",0.0189357112837398
"Section A.  Update of the RxHCC Model","consist",0.00541192205746143
"Section A.  Update of the RxHCC Model","continu",0.00812131987726983
"Section A.  Update of the RxHCC Model","contract",1.4273128591012e-05
"Section A.  Update of the RxHCC Model","cost",0.00545832679667879
"Section A.  Update of the RxHCC Model","cost share",0.0027196617862818
"Section A.  Update of the RxHCC Model","costli",0.00270467251280233
"Section A.  Update of the RxHCC Model","counti",5.76953342924896e-06
"Section A.  Update of the RxHCC Model","cover",6.01142510347905e-06
"Section A.  Update of the RxHCC Model","coverag",0.00812293470615931
"Section A.  Update of the RxHCC Model","coverag gap",0.00811639027083336
"Section A.  Update of the RxHCC Model","creat",0.00811428186793542
"Section A.  Update of the RxHCC Model","current",5.8376928260104e-06
"Section A.  Update of the RxHCC Model","data",0.0135330023349367
"Section A.  Update of the RxHCC Model","decemb",0.00270585039016032
"Section A.  Update of the RxHCC Model","decis",0.00270587616984098
"Section A.  Update of the RxHCC Model","defin",0.00270855464161975
"Section A.  Update of the RxHCC Model","defin standard",0.00270562328565234
"Section A.  Update of the RxHCC Model","demograph",0.00811386657616887
"Section A.  Update of the RxHCC Model","denomin",0.01622891079061
"Section A.  Update of the RxHCC Model","determin",1.07830868432779e-05
"Section A.  Update of the RxHCC Model","develop",0.00270694614831225
"Section A.  Update of the RxHCC Model","diagnos",0.0189333709645301
"Section A.  Update of the RxHCC Model","diagnosi",0.0027050413774053
"Section A.  Update of the RxHCC Model","differenti",0.00270481877161834
"Section A.  Update of the RxHCC Model","direct",0.00270550378618927
"Section A.  Update of the RxHCC Model","disabl",0.00270653573375104
"Section A.  Update of the RxHCC Model","discuss",0.00270614683190852
"Section A.  Update of the RxHCC Model","divid",0.00270553369342
"Section A.  Update of the RxHCC Model","dollar",0.00811420402095188
"Section A.  Update of the RxHCC Model","draft",0.00270487380259383
"Section A.  Update of the RxHCC Model","drug",0.00542867822204685
"Section A.  Update of the RxHCC Model","due",0.00270707671820607
"Section A.  Update of the RxHCC Model","enrol",0.00812439785704125
"Section A.  Update of the RxHCC Model","enrolle",1.53691098308775e-05
"Section A.  Update of the RxHCC Model","ensur",0.00270720758188725
"Section A.  Update of the RxHCC Model","equal",0.00270512953954391
"Section A.  Update of the RxHCC Model","esrd",6.19840150324752e-06
"Section A.  Update of the RxHCC Model","estim",0.00270897246843797
"Section A.  Update of the RxHCC Model","exist",0.00270550072273618
"Section A.  Update of the RxHCC Model","expenditur",0.013523571166691
"Section A.  Update of the RxHCC Model","factor",0.0243439507831638
"Section A.  Update of the RxHCC Model","fee",0.00270822332151157
"Section A.  Update of the RxHCC Model","ff",0.00541468947949329
"Section A.  Update of the RxHCC Model","ff claim",0.00270505650987242
"Section A.  Update of the RxHCC Model","file",0.00270773688132191
"Section A.  Update of the RxHCC Model","final",6.25459224160114e-06
"Section A.  Update of the RxHCC Model","form",0.002705617499269
"Section A.  Update of the RxHCC Model","formulari",6.04291016529869e-06
"Section A.  Update of the RxHCC Model","gener",0.00270627963222307
"Section A.  Update of the RxHCC Model","hierarchi",0.00270456077838704
"Section A.  Update of the RxHCC Model","icd",0.00540910557754616
"Section A.  Update of the RxHCC Model","identifi",4.96744526938608e-06
"Section A.  Update of the RxHCC Model","ii",5.16277257829224e-06
"Section A.  Update of the RxHCC Model","implement",0.00270933102268732
"Section A.  Update of the RxHCC Model","impos",0.00270536487030479
"Section A.  Update of the RxHCC Model","includ",0.00272319686347665
"Section A.  Update of the RxHCC Model","incorpor",0.00270569679726445
"Section A.  Update of the RxHCC Model","increas",0.00541528591085292
"Section A.  Update of the RxHCC Model","individu",0.00811678450381736
"Section A.  Update of the RxHCC Model","inform",7.73987577139883e-06
"Section A.  Update of the RxHCC Model","involv",0.00270457947673472
"Section A.  Update of the RxHCC Model","januari",0.00270517202157911
"Section A.  Update of the RxHCC Model","level",5.42169500377749e-06
"Section A.  Update of the RxHCC Model","li",0.013525150545148
"Section A.  Update of the RxHCC Model","liabil",0.0162280039913438
"Section A.  Update of the RxHCC Model","low",0.00270757708539899
"Section A.  Update of the RxHCC Model","low incom",0.00270562790941664
"Section A.  Update of the RxHCC Model","lower",0.00270555099302067
"Section A.  Update of the RxHCC Model","maintain",0.00541061621246891
"Section A.  Update of the RxHCC Model","mao",5.79095865281929e-06
"Section A.  Update of the RxHCC Model","map",0.00270454729683325
"Section A.  Update of the RxHCC Model","margin",0.00541167336863396
"Section A.  Update of the RxHCC Model","measur",8.40042759906073e-06
"Section A.  Update of the RxHCC Model","medic",5.85812654383131e-06
"Section A.  Update of the RxHCC Model","methodologi",0.00270716350535322
"Section A.  Update of the RxHCC Model","mix",0.00270468830222116
"Section A.  Update of the RxHCC Model","model",0.035167249049599
"Section A.  Update of the RxHCC Model","month",0.00541205947512436
"Section A.  Update of the RxHCC Model","network",5.10911416493327e-06
"Section A.  Update of the RxHCC Model","notic",0.00270737655701682
"Section A.  Update of the RxHCC Model","occur",0.00270526910594128
"Section A.  Update of the RxHCC Model","octob",0.00270477552021181
"Section A.  Update of the RxHCC Model","offer",0.00271317617475063
"Section A.  Update of the RxHCC Model","opioid",5.96123279903729e-06
"Section A.  Update of the RxHCC Model","organ",1.17650564183817e-05
"Section A.  Update of the RxHCC Model","payment",0.0108317916966057
"Section A.  Update of the RxHCC Model","pd",0.0135243534501852
"Section A.  Update of the RxHCC Model","pde",0.0135245039815128
"Section A.  Update of the RxHCC Model","pde data",0.00540960330968941
"Section A.  Update of the RxHCC Model","pdp",0.00811566021966042
"Section A.  Update of the RxHCC Model","percent",0.0054153194225181
"Section A.  Update of the RxHCC Model","percentag",5.3117551066358e-06
"Section A.  Update of the RxHCC Model","phase",0.00270656032626335
"Section A.  Update of the RxHCC Model","popul",0.00811544636380936
"Section A.  Update of the RxHCC Model","predict",0.0108184652114839
"Section A.  Update of the RxHCC Model","prescript",0.00812121317906371
"Section A.  Update of the RxHCC Model","prescript drug",0.00811704700609885
"Section A.  Update of the RxHCC Model","previou",0.00270602604636397
"Section A.  Update of the RxHCC Model","prior",5.38273362921551e-06
"Section A.  Update of the RxHCC Model","program",1.07791584953925e-05
"Section A.  Update of the RxHCC Model","propos",0.00271105571765787
"Section A.  Update of the RxHCC Model","provid",0.00272169694436867
"Section A.  Update of the RxHCC Model","py",0.00811485210853385
"Section A.  Update of the RxHCC Model","rap",0.00270520364550181
"Section A.  Update of the RxHCC Model","rate",1.06896966976472e-05
"Section A.  Update of the RxHCC Model","recalibr",0.016227532592297
"Section A.  Update of the RxHCC Model","receiv",1.0265569901593e-05
"Section A.  Update of the RxHCC Model","record",0.00540990023338924
"Section A.  Update of the RxHCC Model","reduct",0.00270772615193666
"Section A.  Update of the RxHCC Model","reflect",0.0162294686933763
"Section A.  Update of the RxHCC Model","regress",0.00270457165171352
"Section A.  Update of the RxHCC Model","rel",0.0162275292744559
"Section A.  Update of the RxHCC Model","relat",0.00270720410316463
"Section A.  Update of the RxHCC Model","repres",0.00270546636308222
"Section A.  Update of the RxHCC Model","requir",1.69538906945697e-05
"Section A.  Update of the RxHCC Model","result",0.0108229400010337
"Section A.  Update of the RxHCC Model","review",5.22642481948948e-06
"Section A.  Update of the RxHCC Model","revis",0.00270584501745853
"Section A.  Update of the RxHCC Model","risk",0.0243496208033071
"Section A.  Update of the RxHCC Model","risk adjust",0.00811568500521208
"Section A.  Update of the RxHCC Model","risk score",0.0162310135075775
"Section A.  Update of the RxHCC Model","rxhcc",0.027045785353013
"Section A.  Update of the RxHCC Model","sampl",0.00811386353373236
"Section A.  Update of the RxHCC Model","section",0.00272813064484258
"Section A.  Update of the RxHCC Model","segment",0.00541195035169432
"Section A.  Update of the RxHCC Model","septemb",0.00270542967683412
"Section A.  Update of the RxHCC Model","servic",0.00272062540047578
"Section A.  Update of the RxHCC Model","sever",0.00270495277831792
"Section A.  Update of the RxHCC Model","sex",0.00270460778651154
"Section A.  Update of the RxHCC Model","share",1.43623823642568e-05
"Section A.  Update of the RxHCC Model","similar",0.00270685621847087
"Section A.  Update of the RxHCC Model","singl",0.0027049704229807
"Section A.  Update of the RxHCC Model","snp",8.08441283301709e-06
"Section A.  Update of the RxHCC Model","specif",5.72381708616893e-06
"Section A.  Update of the RxHCC Model","sponsor",1.78103133306678e-05
"Section A.  Update of the RxHCC Model","stabil",0.00270479605045767
"Section A.  Update of the RxHCC Model","stand",0.00270502904012621
"Section A.  Update of the RxHCC Model","standard benefit",0.0027052864096387
"Section A.  Update of the RxHCC Model","star",4.95125488491139e-06
"Section A.  Update of the RxHCC Model","statu",0.00541193744053151
"Section A.  Update of the RxHCC Model","structur",0.0135237570556649
"Section A.  Update of the RxHCC Model","submiss",6.47586700084178e-06
"Section A.  Update of the RxHCC Model","submit",0.00271216513043153
"Section A.  Update of the RxHCC Model","subsidi",0.00270538877034856
"Section A.  Update of the RxHCC Model","supplement",5.96130266282891e-06
"Section A.  Update of the RxHCC Model","supplement benefit",5.53133551184308e-06
"Section A.  Update of the RxHCC Model","system",0.00270609171487352
"Section A.  Update of the RxHCC Model","tabl",6.10332828296011e-06
"Section A.  Update of the RxHCC Model","threshold",7.55625974166433e-06
"Section A.  Update of the RxHCC Model","tier",7.28848807169787e-06
"Section A.  Update of the RxHCC Model","time",6.16100207867005e-06
"Section A.  Update of the RxHCC Model","updat",0.0162375548121344
"Section A.  Update of the RxHCC Model","version",0.00270487861449818
"Section B.  Calculation of Fee for Service Cost","1",0.0097918470350363
