"doc1","doc2","distance"
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.265038695229005
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.264848739568996
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Expanding the Part D OTC Program",0.264697582061497
"Section II Overview of CY 2019 Benefits and Bid Review","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.264358172590519
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section I Incomplete and Inaccurate Bid Submissions",0.264087651656215
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Cost Plan Transition to MA under MACRA",0.264060393009748
"Section II Outpatient Observation Services","Section II Medicare Advantage (MA) Segmented Service Area Options",0.26400759676949
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section A.  Update of the RxHCC Model",0.263995465597779
"Section III Benefit Review","Section III Specialty Tiers",0.263415555922654
"Section II Overview of CY 2019 Benefits and Bid Review","Section G.  MA Employer Group Waiver Plans",0.262635856513893
"Section II Cost Plan Competition Requirements","Section II Plans with Low Enrollment",0.261687765647529
"Section II Outpatient Observation Services","Section II Cost Plan Competition Requirements",0.261602282463178
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.260177454235196
"Section II Outpatient Observation Services","Section II Overview of CY 2019 Benefits and Bid Review",0.258990845367379
"Section II Outpatient Observation Services","Section II Maximum Out of Pocket (MOOP) Limits",0.258709895460271
"Section III Benefit Review","Section II Total Beneficiary Cost (TBC)",0.258517960234704
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.25706155036869
"Section B.  FFS Growth Percentage","Section I.  ESRD Risk Adjustment Model for CY 2019",0.255882883218873
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.255776048613393
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section III Expanding the Part D OTC Program",0.255431200207053
"Section I Plan Corrections","Section III CY 2019 Formulary Submission Window",0.254356982050153
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section II Medicare Advantage (MA) Uniformity Flexibility",0.254224168783832
"Section II Cost Plan Transition to MA under MACRA","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.253518109304496
"Section II Cost Plan Competition Requirements","Section II Maximum Out of Pocket (MOOP) Limits",0.253301891548882
"Section III Improving Access to Part D Vaccines","Section II Total Beneficiary Cost (TBC)",0.25302145349537
"Section I Plan Corrections","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.252536431843297
"Section II Maximum Out of Pocket (MOOP) Limits","Section II Total Beneficiary Cost (TBC)",0.2523860860954
"Section I Innovations in Health Plan Design","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.252302437208825
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Part C Cost Sharing Standards",0.25214382186447
"Section III Benefit Review","Section II Part C Optional Supplemental Benefits",0.2515508427098
"Section II Outpatient Observation Services","Section III Improving Access to Part D Vaccines",0.2515116156297
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Part C Cost Sharing Standards",0.251422642257034
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section II Part C Cost Sharing Standards",0.251241042233337
"Section II Cost Plan Competition Requirements","Section III Improving Access to Part D Vaccines",0.250983465719768
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section III Improving Access to Part D Vaccines",0.250872412781816
"Section II Cost Plan Transition to MA under MACRA","Section II Tiered Cost Sharing of Medical Benefits",0.250561458770575
"Section D.  Retiree Drug Subsidy Amounts","Section III Improving Access to Part D Vaccines",0.250179450660244
"Section III Improving Drug Utilization Review Controls in Medicare Part D","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.249517797500876
"Section II Cost Plan Competition Requirements","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.248951292436221
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Part C Cost Sharing Standards",0.24804654157694
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section IV   Medicare Medicaid Plans",0.247838681923602
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.247420891032847
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section III Improving Access to Part D Vaccines",0.246784652058371
"Section D.  Retiree Drug Subsidy Amounts","Section II Tiered Cost Sharing of Medical Benefits",0.246737366096991
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section III Coordination of Benefits (COB) User Fee",0.246472588321202
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Medicare Advantage (MA) Uniformity Flexibility",0.246311405896261
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section I Innovations in Health Plan Design",0.246126973999356
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Part C Cost Sharing Standards",0.246016134781276
"Section III Specialty Tiers","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.245475558134247
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section II Health Related Supplemental Benefits",0.245094988471459
"Section II Cost Plan Competition Requirements","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.244998812685838
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section C.  Part D Risk Sharing",0.244607546208591
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section IV   Medicare Medicaid Plans",0.244464476725653
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section L.  Normalization Factors",0.244191487316554
"Section I Enforcement Actions for Provider Directories","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.243479837558753
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.243387365576057
"Section III Expanding the Part D OTC Program","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.242712727168737
"Section II Tiered Cost Sharing of Medical Benefits","Section II Total Beneficiary Cost (TBC)",0.242497859086638
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.242300305479554
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section III Improving Access to Part D Vaccines",0.242063018005747
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section C.  IME Phase Out",0.241713271209738
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section III Improving Access to Part D Vaccines",0.241330174095778
"Section I Annual Calendar","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.240873263944317
"Section A.  Update of the RxHCC Model","Section I Innovations in Health Plan Design",0.240420105490913
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.239922265080089
"Section II Outpatient Observation Services","Section E.  Clinical Trials",0.239220517887894
"Section II Part C Optional Supplemental Benefits","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.239170785026216
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.23910015208196
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.238801904297884
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section B.  Calculation of Fee for Service Cost",0.238728361641991
"Section C.  IME Phase Out","Section G.  MA Employer Group Waiver Plans",0.238676804041588
"Section II Maximum Out of Pocket (MOOP) Limits","Section E.  Clinical Trials",0.238669043960781
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section B.  Calculation of Fee for Service Cost",0.237802162720298
"Section II Part C Optional Supplemental Benefits","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.23743356358803
"Section II Total Beneficiary Cost (TBC)","Section G.  MA Employer Group Waiver Plans",0.237388972760129
"Section IV   Medicare Medicaid Plans","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.236915582464039
"Section II Employer Group Waiver Plans","Section II Part C Optional Supplemental Benefits",0.236548412082446
"Section I Plan Corrections","Section IV   Medicare Medicaid Plans",0.236333918807226
"Section I Plan Corrections","Section I Validation Audits",0.236057428609465
"Section III Expanding the Part D OTC Program","Section III Improving Access to Part D Vaccines",0.2354399511622
"Section II Part C Optional Supplemental Benefits","Section II Total Beneficiary Cost (TBC)",0.234817848724577
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.234752606453209
"Section II Part C Optional Supplemental Benefits","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.234460259433922
"Section I Annual Calendar","Section III CY 2019 Formulary Submission Window",0.234250823072824
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section A.  Update of the RxHCC Model",0.23423019984364
"Section II Transparency   Timeliness with Prior Authorization Processes","Section II Overview of CY 2019 Benefits and Bid Review",0.234150503075426
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.233834946237594
"Section II Cost Plan Competition Requirements","Section II Transparency   Timeliness with Prior Authorization Processes",0.233695859131535
"Section III Improving Access to Part D Vaccines","Section E.  Clinical Trials",0.233522241407193
"Section I Annual Calendar","Section II Part C Optional Supplemental Benefits",0.233367573624078
