"document","topic","gamma"
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",5,9.14320584075429e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",5,0.000139158099384409
"Section B.  FFS Growth Percentage",5,5.24122117620614e-05
"Section C.  IME Phase Out",5,9.54231032264179e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",5,0.000110915985813885
"Section II Overview of CY 2019 Benefits and Bid Review",5,5.85933437586916e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",5,8.63744368086617e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",5,6.68334879872804e-05
"Section D.  Retiree Drug Subsidy Amounts",5,0.000200386467999061
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",5,8.43742031320319e-05
"Section II Cost Plan Competition Requirements",5,0.000152773111076942
"Section II Medicare Advantage (MA) Segmented Service Area Options",5,0.000166757662467626
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",5,0.000103559874911679
"Section H.  Enhanced Medication Therapy Management (MTM) Model",5,7.50989057399565e-05
"Section I Enforcement Actions for Provider Directories",5,0.000130829918827653
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",5,7.07255290046789e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",5,0.000189939973368568
"Section III Coordination of Benefits (COB) User Fee",5,9.97784722472236e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",5,0.000132414842335871
"Section K.  Medicare Advantage Coding Pattern Adjustment",5,0.000135702752071124
"Section II Outpatient Observation Services",5,0.258999150960746
"Section II Part C Optional Supplemental Benefits",5,0.000148618649038359
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",5,0.000135702752071123
"Section I Annual Calendar",5,6.98219569628496e-05
"Section III Specialty Tiers",5,0.000161820097530089
"Section N.  Encounter Data as a Diagnosis Source for 2019",5,0.000129282487661463
"Section A.  MA Growth Percentage",5,0.000189939973368569
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",5,0.000263087847876903
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",5,0.000157166518908086
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",5,0.000146625012707638
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",5,0.000161820097530088
"Section III Benefit Review",5,0.00015945936354425
"Section III Timely Updates to LIS Status Based on Best Available Evidence",5,0.000130829918827649
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",5,0.000276393081970323
"Section II Employer Group Waiver Plans",5,0.00026957639123307
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",6,1.16496990467677e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",6,3.83987553118671e-06
"Section I Validation Audits",6,1.01062544543991e-05
"Section B.  Calculation of Fee for Service Cost",6,7.13682816052951e-06
"Section G.  MA Employer Group Waiver Plans",6,1.09135063801055e-05
"Section L.  Normalization Factors",6,1.47998589703202e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",6,0.574432834792778
"Section IV   Medicare Medicaid Plans",6,7.10897796647175e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",6,1.49414754090406e-05
"Section III CY 2019 Formulary Submission Window",6,1.57601314758267e-05
"Section I Incomplete and Inaccurate Bid Submissions",6,2.93396495837408e-05
"Section E.  Clinical Trials",6,2.87228598225698e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",6,1.96396598488051e-05
"Section II Part C Cost Sharing Standards",6,1.92251363046299e-05
"Section II Total Beneficiary Cost (TBC)",6,1.71176006736102e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",6,2.69522331212165e-05
"Section C.  Part D Risk Sharing",6,3.30676128531854e-05
"Section II Maximum Out of Pocket (MOOP) Limits",6,3.23818605885434e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",6,4.60136581393347e-05
"Section O.  Quality Payment Program",6,3.27701945537065e-05
"Section II Health Related Supplemental Benefits",6,4.46965442912146e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",6,3.9524577486577e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",6,5.02438943485919e-05
"Section III Improving Access to Part D Vaccines",6,3.39931663824588e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",6,1.67503526654013e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",6,3.60089265909835e-05
"Section I Innovations in Health Plan Design",6,4.11618437314747e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",6,4.2113392082535e-05
"Section III Tier Composition",6,5.95510303005306e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",6,6.15634954470147e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",6,4.62081807993892e-05
"Section III Expanding the Part D OTC Program",6,7.16527940693732e-05
"Section D.  ESRD Rates",6,4.7410754083682e-05
"Section I Plan Corrections",6,5.3699686781622e-05
"Section A.  Update of the RxHCC Model",6,2.95778305545892e-05
"Section II Tiered Cost Sharing of Medical Benefits",6,7.45864479474443e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",6,0.00012206375438223
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",6,4.6602202257921e-05
"Section II Cost Plan Transition to MA under MACRA",6,0.00010069769538744
"Section II Plans with Low Enrollment",6,6.64273202463854e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",6,8.5697237326217e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",6,4.82478581671338e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",6,0.000113213655097336
"Section II Medicare Advantage (MA) Uniformity Flexibility",6,4.56294850919919e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",6,9.14320584075452e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",6,0.000139158099384412
"Section B.  FFS Growth Percentage",6,5.2412211762079e-05
"Section C.  IME Phase Out",6,9.54231032264049e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",6,0.000110915985813881
"Section II Overview of CY 2019 Benefits and Bid Review",6,5.85933437585704e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",6,8.63744368086533e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",6,6.68334879872788e-05
"Section D.  Retiree Drug Subsidy Amounts",6,0.000200386467999062
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",6,8.43742031320396e-05
"Section II Cost Plan Competition Requirements",6,0.000152773111076932
"Section II Medicare Advantage (MA) Segmented Service Area Options",6,0.000166757662467619
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",6,0.454023204579521
"Section H.  Enhanced Medication Therapy Management (MTM) Model",6,7.50989057399549e-05
"Section I Enforcement Actions for Provider Directories",6,0.000130829918827651
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",6,7.07255290046706e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",6,0.000189939973368562
"Section III Coordination of Benefits (COB) User Fee",6,9.97784722472225e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",6,0.00013241484233587
"Section K.  Medicare Advantage Coding Pattern Adjustment",6,0.000135702752071128
"Section II Outpatient Observation Services",6,0.000142794008653933
"Section II Part C Optional Supplemental Benefits",6,0.000148618649038369
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",6,0.000135702752071118
"Section I Annual Calendar",6,6.98219569628506e-05
"Section III Specialty Tiers",6,0.000161820097530084
"Section N.  Encounter Data as a Diagnosis Source for 2019",6,0.00012928248766147
"Section A.  MA Growth Percentage",6,0.000189939973368567
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",6,0.0002630878478769
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",6,0.000157166518908073
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",6,0.000146625012707643
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",6,0.00016182009753009
"Section III Benefit Review",6,0.000159459363544184
"Section III Timely Updates to LIS Status Based on Best Available Evidence",6,0.000130829918827653
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",6,0.000276393081970319
"Section II Employer Group Waiver Plans",6,0.000269576391233056
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",7,1.16496990507946e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",7,3.83987553117697e-06
"Section I Validation Audits",7,1.01062544544288e-05
"Section B.  Calculation of Fee for Service Cost",7,7.13682816058471e-06
"Section G.  MA Employer Group Waiver Plans",7,1.09135063801329e-05
"Section L.  Normalization Factors",7,1.47998589703235e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",7,9.754511874408e-06
"Section IV   Medicare Medicaid Plans",7,7.1089779664854e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",7,1.49414754090808e-05
"Section III CY 2019 Formulary Submission Window",7,1.5760131475835e-05
"Section I Incomplete and Inaccurate Bid Submissions",7,2.93396495837468e-05
"Section E.  Clinical Trials",7,2.87228598225858e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",7,1.9639659848847e-05
"Section II Part C Cost Sharing Standards",7,1.92251363046262e-05
"Section II Total Beneficiary Cost (TBC)",7,1.71176006736108e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",7,2.69522331212118e-05
"Section C.  Part D Risk Sharing",7,3.30676128531814e-05
"Section II Maximum Out of Pocket (MOOP) Limits",7,3.23818605886129e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",7,4.60136581393315e-05
"Section O.  Quality Payment Program",7,3.27701945536599e-05
"Section II Health Related Supplemental Benefits",7,4.46965442912369e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",7,3.95245774866803e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",7,5.02438943486e-05
"Section III Improving Access to Part D Vaccines",7,3.39931663824697e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",7,1.67503526653771e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",7,3.60089265909852e-05
"Section I Innovations in Health Plan Design",7,4.11618437314739e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",7,4.21133920825139e-05
"Section III Tier Composition",7,5.9551030300527e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",7,6.15634954470049e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",7,4.62081807993704e-05
"Section III Expanding the Part D OTC Program",7,7.1652794069376e-05
"Section D.  ESRD Rates",7,4.74107540836648e-05
"Section I Plan Corrections",7,5.36996867816247e-05
"Section A.  Update of the RxHCC Model",7,2.95778305546076e-05
"Section II Tiered Cost Sharing of Medical Benefits",7,7.4586447947436e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",7,0.00012206375438223
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",7,4.66022022579303e-05
"Section II Cost Plan Transition to MA under MACRA",7,0.000100697695387473
"Section II Plans with Low Enrollment",7,0.996745061307928
"Section III Low Enrollment Plans (Stand alone PDPs only)",7,0.995800835371018
"Section III Part D Benefit Parameters for Non Defined Standard Plans",7,4.82478581671544e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",7,0.000113213655097338
"Section II Medicare Advantage (MA) Uniformity Flexibility",7,4.56294850920823e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",7,9.14320584075473e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",7,0.000139158099384416
"Section B.  FFS Growth Percentage",7,5.24122117620633e-05
"Section C.  IME Phase Out",7,9.54231032264098e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",7,0.000110915985813883
"Section II Overview of CY 2019 Benefits and Bid Review",7,5.85933437585792e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",7,8.63744368086558e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",7,6.68334879872821e-05
"Section D.  Retiree Drug Subsidy Amounts",7,0.000200386467999065
